,id,retweet_count,favorite_count,text
455,816336735214911488,1793,8145,This is Dudley. He found a flower and now he's a queen. 11/10 would be an honor to pet https://t.co/nuJxtmlLcY
456,816091915477250048,1977,8455,This is Comet. He's a Wild Estonian Poofer. Surprised they caught him. 12/10 would pet well https://t.co/tlfuZ25IMi
457,816062466425819140,942,0,"RT @dog_rates: Meet Jack. He's one of the rare doggos that doesn't mind baths. 11/10 click the link to see how you can help Jack!

https://…"
458,816014286006976512,4859,0,RT @dog_rates: This is Larry. He has no self control. Tongue still nifty af tho 11/10 https://t.co/ghyT4Ubk1r
459,815990720817401858,942,4675,Meet Jack. He's one of the rare doggos that doesn't mind baths. 11/10 click the link to see how you can help Jack!… https://t.co/bcVPkqufuu
460,815966073409433600,7832,21041,Here's a pupper with squeaky hiccups. Please enjoy. 13/10 https://t.co/MiMKtsLN6k
461,815745968457060357,3841,0,RT @dog_rates: Say hello to Levi. He's a Madagascan Butterbop. One of the more docile Butterbops I've seen. 12/10 would give all the pets h…
462,815736392542261248,2108,9277,This is Akumi. It's his birthday. He received many lickable gifts. 11/10 happy h*ckin birthday https://t.co/gd9UlLOCQ0
463,815639385530101762,1547,7786,This is Titan. His nose is quite chilly. Requests to return to the indoors. 12/10 would boop to warm https://t.co/bLZuOh9sKy
464,815390420867969024,3550,9777,Happy New Year from the squad! 13/10 for all https://t.co/9njRxyUd5L
465,814986499976527872,1183,7224,This is Cooper. Someone attacked him with a sharpie. Poor pupper. 11/10 nifty tongue slip tho https://t.co/01vpuRDXQ8
466,814638523311648768,2515,10655,This is Olivia. She's a passionate advocate of candid selfies. 12/10 would boop shnoop https://t.co/0LdNjoiNbv
467,814578408554463233,5437,0,RT @dog_rates: Meet Beau &amp; Wilbur. Wilbur stole Beau's bed from him. Wilbur now has so much room for activities. 9/10 for both pups https:/…
468,814530161257443328,1732,8188,This is Alf. Someone just rubbed a balloon on his head. He's only a little pupset about it. 12/10 would pet well https://t.co/IOdgfnSE9G
469,814153002265309185,8070,27122,This is Oshie. He's ready to party. Bought that case himself. 12/10 someone tell Oshie it's Wednesday morning https://t.co/YIJo7X7K9J
470,813944609378369540,2943,0,RT @dog_rates: This is Bruce. He never backs down from a challenge. 11/10 you got this Bruce https://t.co/aI7umZHIq7
471,813910438903693312,1724,8813,This is Chubbs. He dug a hole and now he's stuck in it. Dang h*ckin doggo. 11/10 would assist https://t.co/z1VRj1cYZf
472,813812741911748608,12988,34473,"Meet Gary, Carrie Fisher's dog. Idk what I can say about Gary that reflects the inspirational awesomeness that was… https://t.co/2LqNkbHRgt"
473,813800681631023104,1640,7856,This is Sky. She's learning how to roll her R's. 12/10 cultured af https://t.co/OuaVvVkwJ1
474,813217897535406080,6821,17597,Here is Atlas. He went all out this year. 13/10 downright magical af https://t.co/DVYIZOnO81
475,813202720496779264,1699,8738,Here's a doggo who has concluded that Christmas is entirely too bright. Requests you tone it down a notch. 11/10 https://t.co/cD967DjnIn
476,813187593374461952,4027,18737,We only rate dogs. Please don't send in other things like this very good Christmas tree. Thank you... 13/10 https://t.co/rvSANEsQZJ
477,813172488309972993,1799,8764,This is Eleanor. She winks like she knows many things that you don't. 12/10 https://t.co/bxGwkJa2kE
478,813157409116065792,2059,7350,This is Layla. It is her first Christmas. She got to be one of the presents. 12/10 I wish my presents would bark https://t.co/hwhCbhCjnV
479,813142292504645637,2236,8050,Everybody stop what you're doing and look at this dog with her tiny Santa hat. 13/10 https://t.co/KK4XQK9SPi
480,813130366689148928,417,4253,I've been informed by multiple sources that this is actually a dog elf who's tired from helping Santa all night. Pupgraded to 12/10
481,813127251579564032,2908,11175,Here's an anonymous doggo that appears to be very done with Christmas. 11/10 cheer up pup https://t.co/BzITyGw3JA
482,813112105746448384,2554,9765,Meet Toby. He's pupset because his hat isn't big enough. Christmas is ruined. 12/10 it'll be ok Toby https://t.co/zfdaGZlweq
483,813096984823349248,3367,9984,This is Rocky. He got triple-doggo-dared. Stuck af. 11/10 someone help him https://t.co/soNL00XWVu
484,813081950185472002,2584,9390,This is Baron. He's officially festive as h*ck. Thinks it's just a fancy scarf. 11/10 would pat head approvingly https://t.co/PjulYEXTvg
485,813066809284972545,1821,7516,This is Tyr. He is disgusted by holiday traffic. Just trying to get to Christmas brunch on time. 12/10 hurry up pup https://t.co/syuTXARdtN
486,813051746834595840,6817,19843,This is Bauer. He had nothing to do with the cookies that disappeared. 13/10 very good boy https://t.co/AIMF8ouzvl
487,812781120811126785,1783,7123,This is Swagger. He's the Cleveland Browns ambassador. Hype as h*ck after that first win today. 10/10 https://t.co/lXFM1l22bG
488,812709060537683968,1347,6271,This is Brandi and Harley. They are practicing their caroling for later. Both 12/10 festive af https://t.co/AbBDuGZUpp
489,812503143955202048,1146,5718,I'm happy to inform you all that Jake is in excellent hands. 13/10 for him and his new family… https://t.co/MCFrxiC7NZ
490,812466873996607488,1796,7543,This is Mary. She's desperately trying to recreate her Coachella experience.   12/10 downright h*ckin adorable https://t.co/BAJrfPvtux
491,812372279581671427,3409,12881,This is Moe. He's a fetty woof. Got a cardboard cutout of himself for Christmas. 13/10 inspirational af https://t.co/gCnAeL2mvT
492,811985624773361665,1304,6886,Say hello to Ted. He accidentally opened the front facing camera. 11/10 h*ckin unpupared https://t.co/sIB5C6FDop
493,811744202451197953,1466,7128,This is Halo. She likes watermelon. 13/10 https://t.co/TZkiQZqwA6
494,811647686436880384,680,5296,PUPDATE: I've been informed that Augie was actually bringing his family these flowers when he tripped. Very good boy. Pupgraded to 11/10
495,811627233043480576,2834,12015,This is Augie. He's a savage. Doesn't give a h*ck about your garden. Still 10/10 would forgive then pet https://t.co/IU8S0n4oxn
496,811386762094317568,5952,19786,This is Craig. That's actually a normal sized fence he's stuck on. H*ckin massive pupper. 11/10 someone help him https://t.co/aAUXzoxaBy
497,810984652412424192,1324,5028,"Meet Sam. She smiles 24/7 &amp; secretly aspires to be a reindeer. 
Keep Sam smiling by clicking and sharing this link:… https://t.co/1MI8h6XjMY"
498,810896069567610880,1637,8492,"This is Hunter. He just found out he needs braces. Requesting an orthodogtist stat. 11/10 you're fine Hunter, every… https://t.co/PqJcGVZBx9"
499,810657578271330305,2458,10383,This is Pavlov. His floatation device has failed him. He's quite pupset about it. 11/10 would rescue https://t.co/MXd0AGDsRJ
500,810284430598270976,10460,33161,This is Phil. He's a father. A very good father too. 13/10 everybody loves Phil https://t.co/9p6ECXJMMu
501,810254108431155201,3149,13912,"This is Gus. He likes to be close to you, which is good because you want to be close to Gus. 12/10 would boop then… https://t.co/ElJPHbfSMy"
502,809920764300447744,3665,14739,"Please only send in dogs. We only rate dogs, not seemingly heartbroken ewoks. Thank you... still 10/10 would console https://t.co/HIraYS1Bzo"
503,809808892968534016,4555,0,RT @dog_rates: This is Maximus. His face is stuck like that. Tragic really. Great tongue tho. 12/10 would pet firmly https://t.co/xIfrsMNLBR
504,809448704142938112,1360,6584,"I call this one ""A Blep by the Sea"" 12/10 https://t.co/EMdnCugNbo"
505,809220051211603969,5225,18798,This is Kyro. He's a Stratocumulus Flop. Tongue ejects at random. Serious h*ckin condition. Still 12/10 would pet p… https://t.co/2JjYys5zMP
506,809084759137812480,3281,12516,This is Wallace. You said you brushed your teeth but he checked your toothbrush and it was bone dry. 11/10 not pups… https://t.co/ySn6zB6mwQ
507,808838249661788160,2854,9619,This is Ito. He'll be your uber driver tonight. Currently adjusting the mirrors. 13/10 incredibly h*ckin responsible https://t.co/Zrrcw29o13
508,808733504066486276,2028,7465,Here's a pupper in a onesie. Quite pupset about it. Currently plotting revenge. 12/10 would rescue https://t.co/xQfrbNK3HD
509,808501579447930884,2446,10715,This is Koda. He dug a hole and then sat in it because why not. Unamused by the bath that followed. 12/10 https://t.co/SQhyqrr8px
510,808344865868283904,19352,39996,This is Seamus. He's very bad at entering pools. Still a very good boy tho 11/10 https://t.co/hfi264QwYM
511,808134635716833280,5490,0,RT @dog_rates: This is Milo. I would do terrible things for Milo. 13/10 https://t.co/R6wJyC2Tey
512,808106460588765185,2059,8358,Here we have Burke (pupper) and Dexter (doggo). Pupper wants to be exactly like doggo. Both 12/10 would pet at same… https://t.co/7nJXFt8Ggy
513,808001312164028416,3294,11797,This is Cooper. He likes to stick his tongue out at you and then laugh about it. 12/10 quite the jokester https://t.co/O9iGgvfuzl
514,807621403335917568,3371,13803,This is Ollie Vue. He was a 3 legged pupper on a mission to overcome everything. This is very hard to write. 14/10… https://t.co/gJQnfSziJE
515,807106840509214720,51400,111155,This is Stephan. He just wants to help. 13/10 such a good boy https://t.co/DkBYaCAg2d
516,807059379405148160,6862,0,RT @dog_rates: This is Cali. She arrived preassembled. Convenient af. 12/10 appears to be rather h*ckin pettable https://t.co/vOBV1ZqVcX
517,807010152071229440,3613,12415,This is Lennon. He's a Boopershnoop Pupperdoop. Quite rare. Exceptionally pettable. 12/10 would definitely boop tha… https://t.co/IARUfU6khr
518,806629075125202948,32209,70263,"""Good afternoon class today we're going to learn what makes a good boy so good"" 13/10 https://t.co/f1h2Fsalv9"
519,806620845233815552,5123,0,RT @dog_rates: Idk why this keeps happening. We only rate dogs. Not Bangladeshi Couch Chipmunks. Please only send dogs... 12/10 https://t.c…
520,806576416489959424,1818,4648,Hooman catch successful. Massive hit by dog. Fumble ensued. Possession to dog. 13/10 https://t.co/QrFkqgHR1G
521,806542213899489280,2206,9700,This is Waffles. He's concerned that the dandruff shampoo he just bought is faulty. 11/10 tragic af https://t.co/BCB87qUU0h
522,806242860592926720,10824,0,RT @dog_rates: This is Dave. He's currently in a predicament. Doesn't seem to mind tho. 12/10 someone assist Dave https://t.co/nfprKAXqwu
523,806219024703037440,1130,6116,We only rate dogs. Please stop sending in non-canines like this Freudian Poof Lion. This is incredibly frustrating.… https://t.co/7Mgf5xvIAQ
524,805958939288408065,4988,0,"RT @dog_rates: This is Penny. She fought a bee and the bee won. 10/10 you're fine Penny, everything's fine https://t.co/zrMVdfFej6"
525,805932879469572096,1794,7851,This is Major. He put on a tie for his first real walk. Only a little crooked. Can also drool upwards. H*ckin talen… https://t.co/3P9dKV5Me1
526,805826884734976000,1711,6209,This is Duke. He is not a fan of the pupporazzi. 12/10 https://t.co/SgpBVYIL18
527,805823200554876929,7427,0,RT @dog_rates: This is Reginald. He's one magical puppo. Aerodynamic af. 12/10 would catch https://t.co/t0cEeRbcXJ
528,805520635690676224,1546,5453,This is Zeke the Wonder Dog. He never let that poor man keep his frisbees. One of the Spartans all time greatest re… https://t.co/WNdOIm4bXy
529,805487436403003392,2368,8314,"Meet Sansa and Gary. They run along the fence together everyday, so the owners installed a window for them. Both 12… https://t.co/N83oNm5L9L"
530,805207613751304193,1620,7444,This is Shooter. He's doing quite the snowy zoom. 12/10 https://t.co/lHy4Xbyhd9
531,804738756058218496,3589,12935,This is Django. He accidentally opened the front facing camera. Did him quite the frighten. 12/10 https://t.co/kQVQoOW9NZ
532,804475857670639616,1883,5815,"HE'S TRYING TO BE HIS OWN PERSON LET HIM GO 13/10
https://t.co/LEZ8jR5txd"
533,804413760345620481,2997,0,RT @dog_rates: This is Rusty. He's going D1 for sure. Insane vertical. 13/10 would draft https://t.co/AsykOwMrXQ
534,804026241225523202,14962,41875,This is Bo. He's going to make me cry. 13/10 please get off the bus for him Carly https://t.co/U7FvBZo6Bq
535,803773340896923648,2576,9503,This is Diogi. He fell in the pool as soon as he was brought home. Clumsy puppo. 12/10 would pet until dry https://t.co/ZxeRjMKaWt
536,803692223237865472,6893,0,RT @dog_rates: I present to you... Dog Jesus. 13/10 (he could be sitting on a rock but I doubt it) https://t.co/fR1P3g5I6k
537,803638050916102144,3873,10338,Pupper hath acquire enemy. 13/10 https://t.co/ns9qoElfsX
538,803380650405482500,1762,7359,Meet Sonny. He's an in-home movie critic. That is his collection. He's very proud of it. 12/10 https://t.co/yPbCALoy2n
539,803321560782307329,4938,0,RT @dog_rates: This is Philbert. His toilet broke and he doesn't know what to do. Trying not to panic. 11/10 furustrated af https://t.co/Nb…
540,803276597545603072,2288,9496,This is Winston. His selfie game is legendary. Will steal your girl with a single snap. 11/10 handsome as h*ck https://t.co/jxQhxoPsgL
541,802952499103731712,1865,8546,This is Marley. She's having a ruff day. Pretty pupset. 12/10 would assist https://t.co/yLm7hQ6UXh
542,802624713319034886,2716,0,"RT @dog_rates: ""Yep... just as I suspected. You're not flossing."" 12/10 and 11/10 for the pup not flossing https://t.co/SuXcI9B7pQ"
543,802600418706604034,1377,6740,This is Bailey. She has mastered the head tilt. 11/10 rather h*ckin adorable https://t.co/urhl90ZE1O
544,802572683846291456,2348,8485,This is Winnie. She's h*ckin ferocious. Dandelion doesn't even see her coming. 12/10 would pet with caution https://t.co/EFfLCP7oQv
545,802323869084381190,5454,15296,This is Severus. He's here to fix your cable. Looks like he succeeded. Even offered to pupgrade your plan. 13/10 h*… https://t.co/8Cbu9eKkfG
546,802265048156610565,1287,6593,"Like doggo, like pupper version 2. Both 11/10 https://t.co/9IxWAXFqze"
547,802239329049477120,2446,8620,This is Loki. He'll do your taxes for you. Can also make room in your budget for all the things you bought today. 1… https://t.co/wG8NYg87Hw
548,802185808107208704,250,0,"RT @ChinoChinako: They're good products, Brent

Mug holds drinks; hoodie is comfy af. 13/10 

Puppy Aika h*cking agrees. @dog_rates https:/…"
549,801958328846974976,1592,7344,This is Ronnie. He hopes you're having a great day. Nifty tongue slip. 12/10 would pat head approvingly https://t.co/4fY2bsAm65
550,801854953262350336,218,1719,.@NBCSports OMG THE TINY HAT I'M GOING TO HAVE TO SAY 11/10 NBC
551,801538201127157760,1946,7786,This is Wallace. He'll be your chau-fur this evening. 12/10 eyes on the road Wallace https://t.co/p1RD39XjUe
552,801285448605831168,770,5715,oh h*ck 10/10 https://t.co/bC69RrW559
553,801167903437357056,5490,23079,This is Milo. I would do terrible things for Milo. 13/10 https://t.co/R6wJyC2Tey
554,801127390143516673,3688,0,RT @dog_rates: This is Anakin. He strives to reach his full doggo potential. Born with blurry tail tho. 11/10 would still pet well https://…
555,801115127852503040,1980,7657,This is Bones. He's being haunted by another doggo of roughly the same size. 12/10 deep breaths pupper everything's… https://t.co/A1hx5HKfQ6
556,800859414831898624,90,644,@SkyWilliams doggo simply protecting you from evil that which you cannot see. 11/10 would give extra pets
557,800855607700029440,1511,0,RT @Lin_Manuel: 11/10 would recommend. https://t.co/pnUF69K4xk
558,800751577355128832,2613,10061,Say hello to Mauve and Murphy. They're rather h*ckin filthy. Preferred nap over bath. Both 12/10 https://t.co/4UwCTW3lXG
559,800513324630806528,2813,12443,This is Chef. Chef loves everyone and wants everyone to love each other. 11/10 https://t.co/ILHGs0e6Dm
560,800459316964663297,2053,9015,Here's a very sleepy pupper. Appears to be portable as h*ck. 12/10 would snug intensely https://t.co/61sX7pW5Ca
561,800443802682937345,4008,0,RT @dog_rates: This is Sampson. He's about to get hit with a vicious draw 2. Has no idea. 11/10 poor pupper https://t.co/FYT9QBEnKG
562,800388270626521089,2626,10566,This is Doc. He takes time out of every day to worship our plant overlords. 12/10 quite the floofer https://t.co/azMneS6Ly5
563,800188575492947969,3678,0,RT @dog_rates: This is Bo. He's a Benedoop Cumbersnatch. Seems frustrated with own feet. Portable as hell. 11/10 very solid pupper https://…
564,800141422401830912,2383,14455,This is Peaches. She's the ultimate selfie sidekick. Super sneaky tongue slip appreciated. 13/10 https://t.co/pbKOesr8Tg
565,800018252395122689,12254,26766,Here's a doggo doin a struggle. 11/10 much determined https://t.co/gQqRBfkX4I
566,799774291445383169,4350,0,RT @dog_rates: This is Tucker. He would like a hug. 13/10 someone hug him https://t.co/wdgY9oHPrT
567,799757965289017345,1996,7944,This is Sobe. She's a h*ckin happy doggo. Only one leg tho. Must have good balance. 13/10 would smile back https://t.co/OiH8PaOxB1
568,799422933579902976,1792,7660,This is Longfellow (prolly sophisticated). He's a North Appalachian Oatzenjammer. Concerned about wrinkled feets. 1… https://t.co/cWlAEOZefY
569,799308762079035393,5056,0,RT @dog_rates: I WAS SENT THE ACTUAL DOG IN THE PROFILE PIC BY HIS OWNER THIS IS SO WILD. 14/10 ULTIMATE LEGEND STATUS https://t.co/7oQ1wpf…
570,799297110730567681,2549,9352,This is Jeffrey. He's quite the jokester. Takes it too far sometimes. Still 11/10 would pet https://t.co/YDtZcAiMAf
571,799063482566066176,2333,7659,This is Mister. He only wears the most fashionable af headwear. 11/10 h*ckin stylish https://t.co/BXJFKOVnJm
572,798933969379225600,4138,12365,This is Iroh. He's in a predicament. 12/10 someone help him https://t.co/KJAKO2kXsL
573,798925684722855936,1354,7144,This is Shadow. He's a firm believer that they're all good dogs. H*ckin passionate about it too. 11/10 I stand with… https://t.co/XzX91DfYVV
574,798705661114773508,6183,0,"RT @dog_rates: Meet Baloo. He's expecting a fast ground ball, hence the wide stance. Prepared af. 11/10 nothing runs like a pupper https://…"
575,798701998996647937,7198,0,RT @dog_rates: We normally don't rate marshmallows but this one appears to be flawlessly toasted so I'll make an exception. 10/10 https://t…
576,798697898615730177,6070,0,RT @dog_rates: This is Stubert. He just arrived. 10/10 https://t.co/HVGs5aAKAn
577,798694562394996736,4624,0,"RT @dog_rates: I'm not sure what's happening here, but it's pretty spectacular. 12/10 for both https://t.co/JKXh0NbBNL"
578,798686750113755136,2171,0,"RT @dog_rates: Say hello to Jack (pronounced ""Kevin""). He's a Virgo Episcopalian. Can summon rainbows. 11/10 magical as hell https://t.co/Y…"
579,798682547630837760,4414,0,RT @dog_rates: Here we see a rare pouched pupper. Ample storage space. Looks alert. Jumps at random. Kicked open that door. 8/10 https://t.…
580,798673117451325440,5200,0,"RT @dog_rates: I shall call him squishy and he shall be mine, and he shall be my squishy. 13/10 https://t.co/WId5lxNdPH"
581,798665375516884993,3664,0,RT @dog_rates: This is Lola. She fell asleep on a piece of pizza. 10/10 frighteningly relatable https://t.co/eqmkr2gmPH
582,798644042770751489,1736,0,RT @dog_rates: This is Paull. He just stubbed his toe. 10/10 deep breaths Paull https://t.co/J5Mqn8VeYq
583,798628517273620480,1856,0,RT @dog_rates: This a Norwegian Pewterschmidt named Tickles. Ears for days. 12/10 I care deeply for Tickles https://t.co/0aDF62KVP7
584,798585098161549313,5250,0,RT @dog_rates: This is Timison. He just told an awful joke but is still hanging on to the hope that you'll laugh with him. 10/10 https://t.…
585,798576900688019456,5454,0,RT @dog_rates: Not familiar with this breed. No tail (weird). Only 2 legs. Doesn't bark. Surprisingly quick. Shits eggs. 1/10 https://t.co/…
586,798340744599797760,3130,0,RT @dog_rates: This is Davey. He'll have your daughter home by 8. Just a stand up pup. 11/10 would introduce to mom https://t.co/E6bGWf9EOm
587,798209839306514432,2418,9891,This is Cooper. His bow tie was too heavy for the front so he moved it to the side. Balanced af now. 13/10 https://t.co/jG1PAFkB81
588,797971864723324932,2880,10906,Here's a helicopter pupper. He takes off at random. H*ckin hard to control. 12/10 rare af https://t.co/GRWPgNKt2z
589,797545162159308800,4598,13819,This is Cassie. She steals things. Guilt increases slightly each time. 12/10 would forgive almost immediately https://t.co/Ia19irLwyB
590,797236660651966464,6125,18856,This is Pancake. She loves Batman and winks like a h*ckin champ. 12/10 real crowd pleaser https://t.co/6kqsAjJNhi
591,797165961484890113,24,212,@JODYHiGHROLLER it may be an 11/10 but what do I know 😉
592,796904159865868288,8322,0,RT @dog_rates: This is Tyrone. He's a leaf wizard. Self-motivated. No eyes (tragic). Inspirational af. 11/10 enthusiasm is tangible https:/…
593,796865951799083009,1824,7286,This is Tyr. He's just checking on you. Nifty af tongue slip. 12/10 would absolutely pet https://t.co/Jgnuiyvq06
594,796759840936919040,2817,11171,Say hello to Romeo. He was just told that it's too cold for the pool. H*ckin nonsense. 11/10 would help fill up https://t.co/6hx7ur6sNI
595,796563435802726400,6701,0,RT @dog_rates: I want to finally rate this iconic puppo who thinks the parade is all for him. 13/10 would absolutely attend https://t.co/5d…
596,796484825502875648,1644,7156,Here's a sleepy doggo that requested some assistance. 12/10 would carry everywhere https://t.co/bvkkqOjNDV
597,796387464403357696,3875,10421,This is Snicku. He's having trouble reading because he's a dog. Glasses only helped a little. Nap preferred. 12/10… https://t.co/CE3SrCv6L3
598,796177847564038144,13313,0,RT @dog_rates: This is Ruby. She just turned on the news. Officially terrified. 11/10 deep breaths Ruby https://t.co/y5KarNXWXt
599,796149749086875649,13313,30370,This is Ruby. She just turned on the news. Officially terrified. 11/10 deep breaths Ruby https://t.co/y5KarNXWXt
600,796125600683540480,1680,4716,"#ImWithThor 13/10
https://t.co/a18mzkhTf6"
601,796116448414461957,2243,8607,I didn't believe it at first but now I can see that voter fraud is a serious h*ckin issue. 11/10 https://t.co/7i0bDMbrVN
602,796080075804475393,2158,7996,This is Yogi. He's 98% floof. Snuggable af. 12/10 https://t.co/opoXKxmfFm
603,796031486298386433,3488,10230,This is Daisy. She's here to make your day better. 13/10 mission h*ckin successful https://t.co/PbgvuD0qIL
604,795464331001561088,21859,46577,Elder doggo does a splash. Both 13/10 incredible stuff https://t.co/gBUDjdEcqz
605,795400264262053889,2671,9467,This is Brody. He's trying to make the same face as the football. 12/10 https://t.co/2H4MfOGlpQ
606,795076730285391872,5077,15292,This is Bailey. She loves going down slides but is very bad at it. Still 11/10 https://t.co/ivPWhspN3E
607,794983741416415232,3144,0,RT @dog_rates: This is Rizzy. She smiles a lot. 12/10 contagious af https://t.co/TU4sZogVIq
608,794926597468000259,2151,9647,This is Mack. He's rather h*ckin sleepy. Exceptional ears. 12/10 would boop https://t.co/XRPvTPF0VH
609,794355576146903043,9620,0,RT @dog_rates: This is Butter. She can have whatever she wants forever. 12/10 would hug softly https://t.co/x5gXRS1abq
610,794332329137291264,2528,9101,This is Nimbus (like the cloud). He just bought this fancy af duck raincoat. Only protects one ear tho. 12/10 so h*… https://t.co/yF6kcAT3gx
611,794205286408003585,3102,8744,This is Laika. She was a space pupper. The first space pupper actually. Orbited earth like a h*ckin boss. 14/10 her… https://t.co/6vnu1aYjbU
612,793962221541933056,4555,15842,This is Maximus. His face is stuck like that. Tragic really. Great tongue tho. 12/10 would pet firmly https://t.co/xIfrsMNLBR
613,793845145112371200,1739,8739,This is Clark. He was just caught wearing pants. 13/10 game-changing af https://t.co/2Xo19aPrG5
614,793614319594401792,2914,0,RT @dog_rates: When she says you're a good boy and you know you're a good boy because you're a good boy. 13/10 https://t.co/O5IUmRHRIh
615,793601777308463104,1509,7555,This is Dobby. I can't stop looking at her feet. 12/10 would absolutely snug https://t.co/LhzPWv6rTv
616,793500921481273345,2222,10081,This is Fiona. She's an extremely mediocre copilot. Very distracting. Wink makes up for all the missed turns. 12/10 https://t.co/aF5MmpvPqN
617,793286476301799424,8558,23261,This is Moreton. He's the Good Boy Who Lived. 13/10 magical as h*ck https://t.co/rLHGx3VAF3
618,793271401113350145,2236,8230,Meet Dave. It's his favorite day of the year. He gets to fulfill his dream of being a dinosaur. 12/10 inspirational… https://t.co/NA1VR1PkjD
619,793256262322548741,7765,18863,Oh h*ck look at this spookling right here. Fright level off the charts. 12/10 sufficiently spooked https://t.co/BNy9IIJMb0
620,793241302385262592,3061,9947,This is Tucker. He's out here bustin h*ckin ghosts. 13/10 dedicated af https://t.co/Ap477GhwXt
621,793226087023144960,2703,9247,"This is Juno. She spooked me up real good, but only to get my attention. Above average handwriting for a dog I thin… https://t.co/K4dvelOMsM"
622,793210959003287553,2599,8449,This is Maude. She's the h*ckin happiest wasp you've ever seen. 10/10 would pet with caution https://t.co/etL8FHBrh8
623,793195938047070209,5253,14387,Say hello to Lily. She's pupset that her costume doesn't fit as well as last year. 12/10 poor puppo https://t.co/YSi6K1firY
624,793180763617361921,1857,6541,This is Newt. He's a strawberry. 11/10 https://t.co/2VhmlwxA1Q
625,793165685325201412,2619,8866,This is Benji. He's Air Bud. It's a low effort costume but he pulls it off rather h*ckin well. 12/10 would happily… https://t.co/cXDCGTiL1x
626,793150605191548928,1590,5832,This is Nida. She's a free elf. Waited so long for this day. 11/10 https://t.co/3lE8Izgmkf
627,793135492858580992,2345,6055,Your favorite squad is looking extra h*ckin spooky today. 13/10 for all https://t.co/PrgvOyPtDT
628,793120401413079041,3665,11979,"This is Robin. She's desperately trying to do me a frighten, but her tongue drastically decreases her spook value.… https://t.co/asFvEjQQsl"
629,792913359805018113,3695,13529,Here is a perfect example of someone who has their priorities in order. 13/10 for both owner and Forrest https://t.co/LRyMrU7Wfq
630,792883833364439040,3990,10668,This is Bailey. She's rather h*ckin hype for Halloween tomorrow. Carved those pupkins herself. 12/10 https://t.co/v17mFm0Ftz
631,792773781206999040,1566,6980,This is Monster. Not an actual monster tho. He's showing you his tongue. Very impressive Monster. 12/10 would snug https://t.co/RhaPExuxJL
632,792394556390137856,3998,12662,Meet BeBe. She rocks the messy bun of your dreams. H*ckin flawless. 12/10 would watch her tutorial https://t.co/of0pFNBIl8
633,792050063153438720,1663,6763,This is Remus. He's a mop that came to life. Can't see anything. Constantly trips over himself. Still a very good d… https://t.co/kte5KPffQj
634,791821351946420224,19613,0,RT @dog_rates: This little fella really hates stairs. Prefers bush. 13/10 legendary pupper https://t.co/e3LPMAHj7p
635,791784077045166082,8844,0,RT @dog_rates: I'm not sure what this dog is doing but it's pretty inspirational. 12/10 https://t.co/4Kn9GEHXiE
636,791780927877898241,3544,0,RT @dog_rates: This is Maddie. She gets some wicked air time. Hardcore barkour. 11/10 nimble af https://t.co/bROYbceZ1u
637,791774931465953280,20669,42601,Vine will be deeply missed. This was by far my favorite one. 14/10 https://t.co/roqIxCvEB3
638,791672322847637504,2914,11100,When she says you're a good boy and you know you're a good boy because you're a good boy. 13/10 https://t.co/O5IUmRHRIh
639,791406955684368384,3841,12448,Say hello to Levi. He's a Madagascan Butterbop. One of the more docile Butterbops I've seen. 12/10 would give all t… https://t.co/zoWrqNMHrl
640,791312159183634433,2356,8293,This is Mabel. She's super h*ckin smol. Portable af. Comes with the smol shoe. 12/10 would keep in frocket https://t.co/GGJvxYt3xK
641,791026214425268224,3790,0,RT @dog_rates: This is Alfie. He's touching a butt. Couldn't be happier. 11/10 https://t.co/gx3xF5mZbo
642,790987426131050500,1981,9279,This is Misty. She has a cowboy hat on her nose. 12/10 https://t.co/Eno0mypHIr
643,790946055508652032,4372,15819,This is Betty. She's assisting with the dishes. Such a good puppo. 12/10 h*ckin helpful af https://t.co/dgvTPZ9tgI
644,790723298204217344,2138,0,RT @dog_rates: This is Happy. He's a bathtub reviewer. Seems to be pleased with this one. 12/10 https://t.co/Ln89R4FP7v
645,790698755171364864,1795,7775,This is Mosby. He appears to be rather h*ckin snuggable af. 12/10 keep it up Mosby https://t.co/IiiBq460I7
646,790581949425475584,6616,19474,This is Duke. He sneaks into the fridge sometimes. It's his safe place. 11/10 would give little jacket if necessary https://t.co/Fd5WFDTMH4
647,790337589677002753,1763,7399,Meet Maggie. She can hear your cells divide. 12/10 can also probably fly https://t.co/ovE2hqXryV
648,790277117346975746,2943,11846,This is Bruce. He never backs down from a challenge. 11/10 you got this Bruce https://t.co/aI7umZHIq7
649,790227638568808452,3292,0,RT @dog_rates: This is Leela. She's a Fetty Woof. Lost eye while saving a baby from an avalanche. 11/10 true h*ckin hero https://t.co/2lBg3…
650,789986466051088384,2138,8769,This is Happy. He's a bathtub reviewer. Seems to be pleased with this one. 12/10 https://t.co/Ln89R4FP7v
651,789960241177853952,3806,0,RT @dog_rates: This is Buddy. His father was a bear and his mother was a perfectly toasted marshmallow. 12/10 would snug so well https://t.…
652,789903600034189313,3869,9751,This is Ralphy. His dreams were just shattered. Poor pupper. 13/10 it'll be ok Ralphy https://t.co/P0kSN6rT6H
653,789628658055020548,1636,7059,This is Eli. He can fly. 13/10 magical af https://t.co/huPSJJ7FDI
654,789599242079838210,1785,6351,This is Brownie. She's wearing a Halloween themed onesie. 12/10 festive af https://t.co/0R4meWXFOx
